   Wavelength    Flux
   4542.200       1.176093    
   4543.100       1.175047    
   4544.000       1.153559    
   4544.900       1.137133    
   4545.800       1.132977    
   4546.700       1.137976    
   4547.600       1.125172    
   4548.500       1.078897    
   4549.400       1.049394    
   4550.300       1.074229    
   4551.200       1.114974    
   4552.100       1.125093    
   4553.000       1.116127    
   4553.900       1.101575    
   4554.800       1.089592    
   4555.700       1.102033    
   4556.600       1.139115    
   4557.500       1.166936    
   4558.400       1.173671    
   4559.300       1.182012    
   4560.200       1.193229    
   4561.100       1.198684    
   4562.000       1.190376    
   4562.900       1.165540    
   4563.800       1.135069    
   4564.700       1.125746    
   4565.600       1.135939    
   4566.500       1.156564    
   4567.400       1.181795    
   4568.300       1.193679    
   4569.200       1.187024    
   4570.100       1.159101    
   4571.000       1.115375    
   4571.900       1.107694    
   4572.800       1.145856    
   4573.700       1.186766    
   4574.600       1.201024    
   4575.500       1.194727    
   4576.400       1.186734    
   4577.300       1.179887    
   4578.200       1.170799    
   4579.100       1.155236    
   4580.000       1.130792    
   4580.900       1.115272    
   4581.800       1.116909    
   4582.700       1.123447    
   4583.600       1.126205    
   4584.500       1.125076    
   4585.400       1.121642    
   4586.300       1.130182    
   4587.200       1.150981    
   4588.100       1.169662    
   4589.000       1.174142    
   4589.900       1.161786    
   4590.800       1.143872    
   4591.700       1.130208    
   4592.600       1.129291    
   4593.500       1.146672    
   4594.400       1.159804    
   4595.300       1.152230    
   4596.200       1.144137    
   4597.100       1.143667    
   4598.000       1.143287    
   4598.900       1.141862    
   4599.800       1.137139    
   4600.700       1.132199    
   4601.600       1.134092    
   4602.500       1.138520    
   4603.400       1.140153    
   4604.300       1.140126    
   4605.200       1.142386    
   4606.100       1.147837    
   4607.000       1.157301    
   4607.900       1.171457    
   4608.800       1.182720    
   4609.700       1.179112    
   4610.600       1.163629    
   4611.500       1.149112    
   4612.400       1.145053    
   4613.300       1.152255    
   4614.200       1.162434    
   4615.100       1.159600    
   4616.000       1.147966    
   4616.900       1.139412    
   4617.800       1.133166    
   4618.700       1.131201    
   4619.600       1.142533    
   4620.500       1.165617    
   4621.400       1.182516    
   4622.300       1.176752    
   4623.200       1.164202    
   4624.100       1.157127    
   4625.000       1.150552    
   4625.900       1.152501    
   4626.800       1.162804    
   4627.700       1.160767    
   4628.600       1.146727    
   4629.500       1.142896    
   4630.400       1.157958    
   4631.300       1.169289    
   4632.200       1.160811    
   4633.100       1.150018    
   4634.000       1.153301    
   4634.900       1.162165    
   4635.800       1.159620    
   4636.700       1.139485    
   4637.600       1.126332    
   4638.500       1.132521    
   4639.400       1.141620    
   4640.300       1.149841    
   4641.200       1.161685    
   4642.100       1.169915    
   4643.000       1.170979    
   4643.900       1.167294    
   4644.800       1.155518    
   4645.700       1.130462    
   4646.600       1.102973    
   4647.500       1.096289    
   4648.400       1.113745    
   4649.300       1.141295    
   4650.200       1.160208    
   4651.100       1.154163    
   4652.000       1.143032    
   4652.900       1.138874    
   4653.800       1.129470    
   4654.700       1.121282    
   4655.600       1.119453    
   4656.500       1.122485    
   4657.400       1.141613    
   4658.300       1.175386    
   4659.200       1.196437    
   4660.100       1.192497    
   4661.000       1.176396    
   4661.900       1.161219    
   4662.800       1.149849    
   4663.700       1.148567    
   4664.600       1.149034    
   4665.500       1.126537    
   4666.400       1.078486    
   4667.300       1.041688    
   4668.200       1.050813    
   4669.100       1.090981    
   4670.000       1.126136    
   4670.900       1.142366    
   4671.800       1.142934    
   4672.700       1.138761    
   4673.600       1.138463    
   4674.500       1.145236    
   4675.400       1.158399    
   4676.300       1.165576    
   4677.200       1.152181    
   4678.100       1.122207    
   4679.000       1.098898    
   4679.900       1.095358    
   4680.800       1.101719    
   4681.700       1.111927    
   4682.600       1.128788    
   4683.500       1.147543    
   4684.400       1.149944    
   4685.300       1.139783    
   4686.200       1.142906    
   4687.100       1.157211    
   4688.000       1.158761    
   4688.900       1.146053    
   4689.800       1.130744    
   4690.700       1.120876    
   4691.600       1.126623    
   4692.500       1.147322    
   4693.400       1.164327    
   4694.300       1.164858    
   4695.200       1.162759    
   4696.100       1.164192    
   4697.000       1.155709    
   4697.900       1.135013    
   4698.800       1.124161    
   4699.700       1.126291    
   4700.600       1.120355    
   4701.500       1.089242    
   4702.400       1.045808    
   4703.300       1.035201    
   4704.200       1.071629    
   4705.100       1.112994    
   4706.000       1.118483    
   4706.900       1.097900    
   4707.800       1.078611    
   4708.700       1.073123    
   4709.600       1.083252    
   4710.500       1.107642    
   4711.400       1.134581    
   4712.300       1.145485    
   4713.200       1.132957    
   4714.100       1.112791    
   4715.000       1.111022    
   4715.900       1.133741    
   4716.800       1.153346    
   4717.700       1.152890    
   4718.600       1.152260    
   4719.500       1.161223    
   4720.400       1.163837    
   4721.300       1.155210    
   4722.200       1.148248    
   4723.100       1.152006    
   4724.000       1.160627    
   4724.900       1.164685    
   4725.800       1.155252    
   4726.700       1.133404    
   4727.600       1.114078    
   4728.500       1.106742    
   4729.400       1.110195    
   4730.300       1.113262    
   4731.200       1.115653    
   4732.100       1.124393    
   4733.000       1.133062    
   4733.900       1.138332    
   4734.800       1.139883    
   4735.700       1.126821    
   4736.600       1.111500    
   4737.500       1.122401    
   4738.400       1.146492    
   4739.300       1.151632    
   4740.200       1.141258    
   4741.100       1.138069    
   4742.000       1.148093    
   4742.900       1.160230    
   4743.800       1.158773    
   4744.700       1.150074    
   4745.600       1.151690    
   4746.500       1.160896    
   4747.400       1.163080    
   4748.300       1.162752    
   4749.200       1.169670    
   4750.100       1.173048    
   4751.000       1.160444    
   4751.900       1.143037    
   4752.800       1.132524    
   4753.700       1.123802    
   4754.600       1.118545    
   4755.500       1.120049    
   4756.400       1.122754    
   4757.300       1.132854    
   4758.200       1.149013    
   4759.100       1.161293    
   4760.000       1.162446    
   4760.900       1.143696    
   4761.800       1.111008    
   4762.700       1.096311    
   4763.600       1.104537    
   4764.500       1.108969    
   4765.400       1.103357    
   4766.300       1.107259    
   4767.200       1.120511    
   4768.100       1.130864    
   4769.000       1.141229    
   4769.900       1.150328    
   4770.800       1.144629    
   4771.700       1.130413    
   4772.600       1.128302    
   4773.500       1.146082    
   4774.400       1.165043    
   4775.300       1.168569    
   4776.200       1.166689    
   4777.100       1.167240    
   4778.000       1.165154    
   4778.900       1.156099    
   4779.800       1.149111    
   4780.700       1.155338    
   4781.600       1.160001    
   4782.500       1.145751    
   4783.400       1.130920    
   4784.300       1.134901    
   4785.200       1.135779    
   4786.100       1.117264    
   4787.000       1.108897    
   4787.900       1.114426    
   4788.800       1.114944    
   4789.700       1.123565    
   4790.600       1.138531    
   4791.500       1.143021    
   4792.400       1.147280    
   4793.300       1.158826    
   4794.200       1.172378    
   4795.100       1.183187    
   4796.000       1.183627    
   4796.900       1.171415    
   4797.800       1.153552    
   4798.700       1.138206    
   4799.600       1.133113    
   4800.500       1.141083    
   4801.400       1.156854    
   4802.300       1.165775    
   4803.200       1.158887    
   4804.100       1.145007    
   4805.000       1.134621    
   4805.900       1.131493    
   4806.800       1.133181    
   4807.700       1.134957    
   4808.600       1.136791    
   4809.500       1.138217    
   4810.400       1.137235    
   4811.300       1.139845    
   4812.200       1.146232    
   4813.100       1.149580    
   4814.000       1.147397    
   4814.900       1.149252    
   4815.800       1.158471    
   4816.700       1.169098    
   4817.600       1.175592    
   4818.500       1.176939    
   4819.400       1.172538    
   4820.300       1.166886    
   4821.200       1.162643    
   4822.100       1.148381    
   4823.000       1.121736    
   4823.900       1.110228    
   4824.800       1.129904    
   4825.700       1.160351    
   4826.600       1.174527    
   4827.500       1.164541    
   4828.400       1.146648    
   4829.300       1.140368    
   4830.200       1.143649    
   4831.100       1.141679    
   4832.000       1.139035    
   4832.900       1.147939    
   4833.800       1.160482    
   4834.700       1.167650    
   4835.600       1.167024    
   4836.500       1.160998    
   4837.400       1.151977    
   4838.300       1.136268    
   4839.200       1.116751    
   4840.100       1.107261    
   4841.000       1.115861    
   4841.900       1.129732    
   4842.800       1.132187    
   4843.700       1.133006    
   4844.600       1.142004    
   4845.500       1.149260    
   4846.400       1.144492    
   4847.300       1.129462    
   4848.200       1.118095    
   4849.100       1.118643    
   4850.000       1.126582    
   4850.900       1.132544    
   4851.800       1.129913    
   4852.700       1.119703    
   4853.600       1.098704    
   4854.500       1.064791    
   4855.400       1.031754    
   4856.300       1.019866    
   4857.200       1.022266    
   4858.100       1.000479    
   4859.000      0.9243243    
   4859.900      0.7943982    
   4860.800      0.6786659    
   4861.700      0.6770725    
   4862.600      0.7854484    
   4863.500      0.9021434    
   4864.400      0.9727767    
   4865.300       1.008235    
   4866.200       1.031361    
   4867.100       1.053452    
   4868.000       1.074213    
   4868.900       1.083034    
   4869.800       1.063218    
   4870.700       1.018212    
   4871.600      0.9928579    
   4872.500       1.017425    
   4873.400       1.062913    
   4874.300       1.089033    
   4875.200       1.094028    
   4876.100       1.088581    
   4877.000       1.078101    
   4877.900       1.076314    
   4878.800       1.097748    
   4879.700       1.123873    
   4880.600       1.129394    
   4881.500       1.120134    
   4882.400       1.118986    
   4883.300       1.120690    
   4884.200       1.105824    
   4885.100       1.083228    
   4886.000       1.073669    
   4886.900       1.076379    
   4887.800       1.078254    
   4888.700       1.071198    
   4889.600       1.048371    
   4890.500       1.012291    
   4891.400       1.008035    
   4892.300       1.058707    
   4893.200       1.118960    
   4894.100       1.148347    
   4895.000       1.154276    
   4895.900       1.153704    
   4896.800       1.150632    
   4897.700       1.146652    
   4898.600       1.139786    
   4899.500       1.128885    
   4900.400       1.127464    
   4901.300       1.133858    
   4902.200       1.123812    
   4903.100       1.100217    
   4904.000       1.093268    
   4904.900       1.110454    
   4905.800       1.131569    
   4906.700       1.137292    
   4907.600       1.130081    
   4908.500       1.116249    
   4909.400       1.090662    
   4910.300       1.069917    
   4911.200       1.077070    
   4912.100       1.099752    
   4913.000       1.114948    
   4913.900       1.127925    
   4914.800       1.143664    
   4915.700       1.148588    
   4916.600       1.132301    
   4917.500       1.092045    
   4918.400       1.036294    
   4919.300      0.9917080    
   4920.200      0.9844063    
   4921.100       1.020925    
   4922.000       1.069527    
   4922.900       1.085351    
   4923.800       1.071348    
   4924.700       1.074092    
   4925.600       1.103326    
   4926.500       1.126667    
   4927.400       1.131613    
   4928.300       1.135425    
   4929.200       1.141681    
   4930.100       1.141708    
   4931.000       1.139543    
   4931.900       1.125649    
   4932.800       1.088054    
   4933.700       1.059937    
   4934.600       1.073111    
   4935.500       1.099909    
   4936.400       1.103522    
   4937.300       1.079518    
   4938.200       1.046398    
   4939.100       1.037455    
   4940.000       1.068020    
   4940.900       1.108958    
   4941.800       1.129590    
   4942.700       1.140161    
   4943.600       1.151366    
   4944.500       1.148654    
   4945.400       1.132244    
   4946.300       1.123134    
   4947.200       1.132075    
   4948.100       1.145366    
   4949.000       1.146286    
   4949.900       1.139812    
   4950.800       1.138853    
   4951.700       1.139405    
   4952.600       1.134795    
   4953.500       1.130715    
   4954.400       1.134905    
   4955.300       1.123684    
   4956.200       1.060905    
   4957.100      0.9832716    
   4958.000      0.9860378    
   4958.900       1.066342    
   4959.800       1.132108    
   4960.700       1.149014    
   4961.600       1.143725    
   4962.500       1.139914    
   4963.400       1.142138    
   4964.300       1.136868    
   4965.200       1.120248    
   4966.100       1.107103    
   4967.000       1.105675    
   4967.900       1.108730    
   4968.800       1.111128    
   4969.700       1.111250    
   4970.600       1.113455    
   4971.500       1.119315    
   4972.400       1.126301    
   4973.300       1.134711    
   4974.200       1.143147    
   4975.100       1.144225    
   4976.000       1.137378    
   4976.900       1.127980    
   4977.800       1.115927    
   4978.700       1.108370    
   4979.600       1.108233    
   4980.500       1.097777    
   4981.400       1.064784    
   4982.300       1.021986    
   4983.200       1.000932    
   4984.100       1.012543    
   4985.000       1.038577    
   4985.900       1.071459    
   4986.800       1.107482    
   4987.700       1.127449    
   4988.600       1.123422    
   4989.500       1.107014    
   4990.400       1.088360    
   4991.300       1.085076    
   4992.200       1.097237    
   4993.100       1.103095    
   4994.000       1.104098    
   4994.900       1.115413    
   4995.800       1.127514    
   4996.700       1.130062    
   4997.600       1.124044    
   4998.500       1.107403    
   4999.400       1.088005    
   5000.300       1.079420    
   5001.200       1.073908    
   5002.100       1.073812    
   5003.000       1.087862    
   5003.900       1.096098    
   5004.800       1.068200    
   5005.700       1.024263    
   5006.600       1.018606    
   5007.500       1.063978    
   5008.400       1.114239    
   5009.300       1.128515    
   5010.200       1.111321    
   5011.100       1.082177    
   5012.000       1.052472    
   5012.900       1.030205    
   5013.800       1.018047    
   5014.700       1.028827    
   5015.600       1.055439    
   5016.500       1.063197    
   5017.400       1.043672    
   5018.300       1.031848    
   5019.200       1.049748    
   5020.100       1.076262    
   5021.000       1.082702    
   5021.900       1.068281    
   5022.800       1.064051    
   5023.700       1.082342    
   5024.600       1.096204    
   5025.500       1.093349    
   5026.400       1.077894    
   5027.300       1.064762    
   5028.200       1.073806    
   5029.100       1.099382    
   5030.000       1.110476    
   5030.900       1.108392    
   5031.800       1.116514    
   5032.700       1.134612    
   5033.600       1.135242    
   5034.500       1.099885    
   5035.400       1.057605    
   5036.300       1.049286    
   5037.200       1.068084    
   5038.100       1.070448    
   5039.000       1.046273    
   5039.900       1.012173    
   5040.800      0.9782293    
   5041.700      0.9804896    
   5042.600       1.034773    
   5043.500       1.089067    
   5044.400       1.112358    
   5045.300       1.122374    
   5046.200       1.126088    
   5047.100       1.116194    
   5048.000       1.091353    
   5048.900       1.063080    
   5049.800       1.050919    
   5050.700       1.054001    
   5051.600       1.066438    
   5052.500       1.090507    
   5053.400       1.115871    
   5054.300       1.128458    
   5055.200       1.131370    
   5056.100       1.132642    
   5057.000       1.132126    
   5057.900       1.131489    
   5058.800       1.133188    
   5059.700       1.135693    
   5060.600       1.139000    
   5061.500       1.142042    
   5062.400       1.138501    
   5063.300       1.115355    
   5064.200       1.078325    
   5065.100       1.061198    
   5066.000       1.075991    
   5066.900       1.089912    
   5067.800       1.085371    
   5068.700       1.081862    
   5069.600       1.095237    
   5070.500       1.105550    
   5071.400       1.092659    
   5072.300       1.079662    
   5073.200       1.087698    
   5074.100       1.090781    
   5075.000       1.085210    
   5075.900       1.091690    
   5076.800       1.099414    
   5077.700       1.087008    
   5078.600       1.045637    
   5079.500       1.002159    
   5080.400      0.9967657    
   5081.300       1.025561    
   5082.200       1.048620    
   5083.100       1.051279    
   5084.000       1.060392    
   5084.900       1.084840    
   5085.800       1.100531    
   5086.700       1.101393    
   5087.600       1.099213    
   5088.500       1.100153    
   5089.400       1.101162    
   5090.300       1.097878    
   5091.200       1.101666    
   5092.100       1.112794    
   5093.000       1.118577    
   5093.900       1.118322    
   5094.800       1.117994    
   5095.700       1.110253    
   5096.600       1.083319    
   5097.500       1.047442    
   5098.400       1.020486    
   5099.300       1.022390    
   5100.200       1.054908    
   5101.100       1.090516    
   5102.000       1.107461    
   5102.900       1.107376    
   5103.800       1.100351    
   5104.700       1.092248    
   5105.600       1.082712    
   5106.500       1.063397    
   5107.400       1.045925    
   5108.300       1.049658    
   5109.200       1.054051    
   5110.100       1.048649    
   5111.000       1.064662    
   5111.900       1.095589    
   5112.800       1.111717    
   5113.700       1.111842    
   5114.600       1.102927    
   5115.500       1.100557    
   5116.400       1.111004    
   5117.300       1.121060    
   5118.200       1.123551    
   5119.100       1.121802    
   5120.000       1.113213    
   5120.900       1.097607    
   5121.800       1.084447    
   5122.700       1.068258    
   5123.600       1.046689    
   5124.500       1.036131    
   5125.400       1.044244    
   5126.300       1.057419    
   5127.200       1.062424    
   5128.100       1.057810    
   5129.000       1.052212    
   5129.900       1.060520    
   5130.800       1.075048    
   5131.700       1.076954    
   5132.600       1.069726    
   5133.500       1.070182    
   5134.400       1.085674    
   5135.300       1.097972    
   5136.200       1.086103    
   5137.100       1.056769    
   5138.000       1.028274    
   5138.900       1.009551    
   5139.800       1.017339    
   5140.700       1.042222    
   5141.600       1.041478    
   5142.500       1.022197    
   5143.400       1.035348    
   5144.300       1.069559    
   5145.200       1.080014    
   5146.100       1.067163    
   5147.000       1.052443    
   5147.900       1.049606    
   5148.800       1.063446    
   5149.700       1.073786    
   5150.600       1.064561    
   5151.500       1.052108    
   5152.400       1.053771    
   5153.300       1.059834    
   5154.200       1.061675    
   5155.100       1.064006    
   5156.000       1.075336    
   5156.900       1.092696    
   5157.800       1.099485    
   5158.700       1.093622    
   5159.600       1.090339    
   5160.500       1.089150    
   5161.400       1.075635    
   5162.300       1.059347    
   5163.200       1.059375    
   5164.100       1.054587    
   5165.000       1.016081    
   5165.900      0.9368453    
   5166.800      0.8458797    
   5167.700      0.8115604    
   5168.600      0.8628578    
   5169.500      0.9426687    
   5170.400      0.9616693    
   5171.300      0.8801919    
   5172.200      0.7733945    
   5173.100      0.7745039    
   5174.000      0.8972716    
   5174.900       1.021462    
   5175.800       1.070994    
   5176.700       1.080363    
   5177.600       1.088282    
   5178.500       1.088975    
   5179.400       1.078726    
   5180.300       1.061993    
   5181.200       1.013836    
   5182.100      0.9020895    
   5183.000      0.7667947    
   5183.900      0.7276537    
   5184.800      0.8251529    
   5185.700      0.9568289    
   5186.600       1.027991    
   5187.500       1.035621    
   5188.400       1.020265    
   5189.300       1.026563    
   5190.200       1.038003    
   5191.100       1.011894    
   5192.000      0.9800867    
   5192.900      0.9909748    
   5193.800       1.014710    
   5194.700       1.014668    
   5195.600       1.009128    
   5196.500       1.019019    
   5197.400       1.034057    
   5198.300       1.046304    
   5199.200       1.061683    
   5200.100       1.072498    
   5201.000       1.066150    
   5201.900       1.050744    
   5202.800       1.040012    
   5203.700       1.025355    
   5204.600       1.000828    
   5205.500      0.9884733    
   5206.400      0.9982330    
   5207.300      0.9997153    
   5208.200      0.9869043    
   5209.100      0.9942180    
   5210.000       1.024295    
   5210.900       1.052663    
   5211.800       1.075219    
   5212.700       1.089895    
   5213.600       1.083724    
   5214.500       1.055598    
   5215.400       1.025244    
   5216.300       1.011628    
   5217.200       1.018645    
   5218.100       1.041018    
   5219.000       1.066809    
   5219.900       1.081984    
   5220.800       1.087591    
   5221.700       1.090362    
   5222.600       1.087337    
   5223.500       1.072301    
   5224.400       1.046824    
   5225.300       1.002673    
   5226.200      0.9468002    
   5227.100      0.9294726    
   5228.000      0.9732574    
   5228.900       1.027469    
   5229.800       1.053345    
   5230.700       1.061475    
   5231.600       1.050747    
   5232.500       1.024641    
   5233.400       1.013752    
   5234.300       1.022939    
   5235.200       1.039557    
   5236.100       1.060433    
   5237.000       1.078491    
   5237.900       1.085329    
   5238.800       1.082541    
   5239.700       1.079385    
   5240.600       1.082437    
   5241.500       1.080922    
   5242.400       1.073292    
   5243.300       1.071814    
   5244.200       1.079623    
   5245.100       1.088220    
   5246.000       1.085141    
   5246.900       1.071761    
   5247.800       1.062012    
   5248.700       1.058514    
   5249.600       1.049178    
   5250.500       1.043674    
   5251.400       1.055347    
   5252.300       1.065544    
   5253.200       1.059850    
   5254.100       1.050342    
   5255.000       1.051165    
   5255.900       1.065645    
   5256.800       1.082238    
   5257.700       1.092206    
   5258.600       1.094958    
   5259.500       1.089622    
   5260.400       1.069999    
   5261.300       1.032989    
   5262.200      0.9941690    
   5263.100      0.9706663    
   5264.000      0.9561653    
   5264.900      0.9427572    
   5265.800      0.9421377    
   5266.700      0.9701079    
   5267.600      0.9959747    
   5268.500      0.9689639    
   5269.400      0.9148803    
   5270.300      0.9175783    
   5271.200      0.9813432    
   5272.100       1.026413    
   5273.000       1.027039    
   5273.900       1.018503    
   5274.800       1.010227    
   5275.700       1.007064    
   5276.600       1.027717    
   5277.500       1.062390    
   5278.400       1.079691    
   5279.300       1.073126    
   5280.200       1.054255    
   5281.100       1.034586    
   5282.000       1.017995    
   5282.900       1.003911    
   5283.800       1.004757    
   5284.700       1.033719    
   5285.600       1.071585    
   5286.500       1.091316    
   5287.400       1.091070    
   5288.300       1.085660    
   5289.200       1.084837    
   5290.100       1.088347    
   5291.000       1.091609    
   5291.900       1.088690    
   5292.800       1.081895    
   5293.700       1.079192    
   5294.600       1.078181    
   5295.500       1.066714    
   5296.400       1.037465    
   5297.300       1.005684    
   5298.200       1.002133    
   5299.100       1.029994    
   5300.000       1.055566    
   5300.900       1.054324    
   5301.800       1.041461    
   5302.700       1.043577    
   5303.600       1.062003    
   5304.500       1.077180    
   5305.400       1.077507    
   5306.300       1.065896    
   5307.200       1.057582    
   5308.100       1.063036    
   5309.000       1.077157    
   5309.900       1.086017    
   5310.800       1.086628    
   5311.700       1.086340    
   5312.600       1.086020    
   5313.500       1.081437    
   5314.400       1.071485    
   5315.300       1.052071    
   5316.200       1.031945    
   5317.100       1.032600    
   5318.000       1.050543    
   5318.900       1.062608    
   5319.800       1.063103    
   5320.700       1.059477    
   5321.600       1.054410    
   5322.500       1.039506    
   5323.400       1.014711    
   5324.300       1.002444    
   5325.200       1.015211    
   5326.100       1.018765    
   5327.000      0.9777329    
   5327.900      0.9221302    
   5328.800      0.9202570    
   5329.700      0.9769629    
   5330.600       1.034575    
   5331.500       1.054906    
   5332.400       1.049745    
   5333.300       1.048109    
   5334.200       1.056466    
   5335.100       1.061892    
   5336.000       1.056296    
   5336.900       1.051269    
   5337.800       1.050832    
   5338.700       1.038710    
   5339.600       1.010429    
   5340.500      0.9932599    
   5341.400       1.007552    
   5342.300       1.035223    
   5343.200       1.052311    
   5344.100       1.053682    
   5345.000       1.043799    
   5345.900       1.036313    
   5346.800       1.036436    
   5347.700       1.031900    
   5348.600       1.022165    
   5349.500       1.023453    
   5350.400       1.042120    
   5351.300       1.061443    
   5352.200       1.064151    
   5353.100       1.056824    
   5354.000       1.059091    
   5354.900       1.071978    
   5355.800       1.081656    
   5356.700       1.084131    
   5357.600       1.082612    
   5358.500       1.080531    
   5359.400       1.080514    
   5360.300       1.078396    
   5361.200       1.067723    
   5362.100       1.053637    
   5363.000       1.043631    
   5363.900       1.033483    
   5364.800       1.021792    
   5365.700       1.021392    
   5366.600       1.028396    
   5367.500       1.030440    
   5368.400       1.026331    
   5369.300       1.010999    
   5370.200      0.9849853    
   5371.100      0.9742067    
   5372.000      0.9988178    
   5372.900       1.037914    
   5373.800       1.060886    
   5374.700       1.068947    
   5375.600       1.073006    
   5376.500       1.072471    
   5377.400       1.067304    
   5378.300       1.059365    
   5379.200       1.051450    
   5380.100       1.045421    
   5381.000       1.041491    
   5381.900       1.033709    
   5382.800       1.025268    
   5383.700       1.031673    
   5384.600       1.051649    
   5385.500       1.066417    
   5386.400       1.071212    
   5387.300       1.067385    
   5388.200       1.056932    
   5389.100       1.044672    
   5390.000       1.038534    
   5390.900       1.035535    
   5391.800       1.025380    
   5392.700       1.017891    
   5393.600       1.028098    
   5394.500       1.044985    
   5395.400       1.041787    
   5396.300       1.014221    
   5397.200      0.9970416    
   5398.100       1.008814    
   5399.000       1.025066    
   5399.900       1.029868    
   5400.800       1.037297    
   5401.700       1.044362    
   5402.600       1.030152    
   5403.500      0.9949338    
   5404.400      0.9639130    
   5405.300      0.9592664    
   5406.200      0.9854079    
   5407.100       1.019789    
   5408.000       1.031854    
   5408.900       1.014259    
   5409.800      0.9919508    
   5410.700      0.9936820    
   5411.600       1.019784    
   5412.500       1.041784    
   5413.400       1.039159    
   5414.300       1.021654    
   5415.200       1.017025    
   5416.100       1.032472    
   5417.000       1.045608    
   5417.900       1.044465    
   5418.800       1.039055    
   5419.700       1.036548    
   5420.600       1.037698    
   5421.500       1.039406    
   5422.400       1.030945    
   5423.300       1.009203    
   5424.200      0.9963312    
   5425.100       1.012803    
   5426.000       1.042233    
   5426.900       1.056848    
   5427.800       1.041412    
   5428.700       1.001351    
   5429.600      0.9787658    
   5430.500      0.9990923    
   5431.400       1.027039    
   5432.300       1.028165    
   5433.200       1.008933    
   5434.100      0.9926679    
   5435.000      0.9960262    
   5435.900       1.015342    
   5436.800       1.035159    
   5437.700       1.048880    
   5438.600       1.055623    
   5439.500       1.058707    
   5440.400       1.060438    
   5441.300       1.060052    
   5442.200       1.058585    
   5443.100       1.053167    
   5444.000       1.034869    
   5444.900       1.004531    
   5445.800      0.9731523    
   5446.700      0.9654158    
   5447.600      0.9957361    
   5448.500       1.036443    
   5449.400       1.058719    
   5450.300       1.062538    
   5451.200       1.057915    
   5452.100       1.053294    
   5453.000       1.043631    
   5453.900       1.015423    
   5454.800      0.9781758    
   5455.700      0.9707685    
   5456.600       1.002978    
   5457.500       1.038125    
   5458.400       1.053933    
   5459.300       1.055490    
   5460.200       1.049174    
   5461.100       1.032618    
   5462.000       1.004485    
   5462.900      0.9875375    
   5463.800       1.000132    
   5464.700       1.022202    
   5465.600       1.027874    
   5466.500       1.027064    
   5467.400       1.035663    
   5468.300       1.042909    
   5469.200       1.043185    
   5470.100       1.041833    
   5471.000       1.040128    
   5471.900       1.033558    
   5472.800       1.022313    
   5473.700       1.017055    
   5474.600       1.010673    
   5475.500      0.9839746    
   5476.400      0.9562154    
   5477.300      0.9648750    
   5478.200       1.001368    
   5479.100       1.025277    
   5480.000       1.021970    
   5480.900       1.011469    
   5481.800       1.011876    
   5482.700       1.018856    
   5483.600       1.027159    
   5484.500       1.036834    
   5485.400       1.041010    
   5486.300       1.031579    
   5487.200       1.015126    
   5488.100       1.011489    
   5489.000       1.021092    
   5489.900       1.031350    
   5490.800       1.038128    
   5491.700       1.037137    
   5492.600       1.028621    
   5493.500       1.023005    
   5494.400       1.025996    
   5495.300       1.027800    
   5496.200       1.018235    
   5497.100       1.005551    
   5498.000       1.011684    
   5498.900       1.029976    
   5499.800       1.033823    
   5500.700       1.017829    
   5501.600       1.002662    
   5502.500       1.006840    
   5503.400       1.020831    
   5504.300       1.027904    
   5505.200       1.020024    
   5506.100       1.006637    
   5507.000       1.006624    
   5507.900       1.019863    
   5508.800       1.027394    
   5509.700       1.025987    
   5510.600       1.021504    
   5511.500       1.010372    
   5512.400      0.9981672    
   5513.300      0.9991026    
   5514.200       1.010722    
   5515.100       1.022766    
   5516.000       1.032722    
   5516.900       1.039366    
   5517.800       1.041588    
   5518.700       1.041578    
   5519.600       1.041714    
   5520.500       1.041547    
   5521.400       1.039781    
   5522.300       1.039325    
   5523.200       1.040787    
   5524.100       1.038333    
   5525.000       1.026152    
   5525.900       1.006903    
   5526.800      0.9783456    
   5527.700      0.9507492    
   5528.600      0.9521412    
   5529.500      0.9883651    
   5530.400       1.022335    
   5531.300       1.032104    
   5532.200       1.032295    
   5533.100       1.029223    
   5534.000       1.018580    
   5534.900       1.010412    
   5535.800       1.016784    
   5536.700       1.029816    
   5537.600       1.036037    
   5538.500       1.037858    
   5539.400       1.040876    
   5540.300       1.041926    
   5541.200       1.038922    
   5542.100       1.030340    
   5543.000       1.019685    
   5543.900       1.018061    
   5544.800       1.024513    
   5545.700       1.028841    
   5546.600       1.030865    
   5547.500       1.033508    
   5548.400       1.038200    
   5549.300       1.040913    
   5550.200       1.042581    
   5551.100       1.041434    
   5552.000       1.036854    
   5552.900       1.030125    
   5553.800       1.020434    
   5554.700       1.016757    
   5555.600       1.024715    
   5556.500       1.031443    
   5557.400       1.029734    
   5558.300       1.025787    
   5559.200       1.022179    
   5560.100       1.014994    
   5561.000       1.005342    
   5561.900      0.9984372    
   5562.800      0.9960488    
   5563.700      0.9980265    
   5564.600      0.9997427    
   5565.500      0.9996536    
   5566.400       1.000501    
   5567.300       1.002373    
   5568.200       1.001018    
   5569.100      0.9953864    
   5570.000      0.9971306    
   5570.900      0.9993266    
   5571.800      0.9840948    
   5572.700      0.9729388    
   5573.600      0.9875410    
   5574.500       1.003693    
   5575.400       1.001194    
   5576.300      0.9983099    
   5577.200       1.007123    
   5578.100       1.015517    
   5579.000       1.020261    
   5579.900       1.019867    
   5580.800       1.009788    
   5581.700       1.000912    
   5582.600       1.002831    
